* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 5, 1, 1
272, none, regions_unexplored:ancient_delta, MONSTER, mowziesmobs:grottol, 5, 1, 1
273, none, regions_unexplored:ancient_delta, MONSTER, more_critters:shriekbat, 5, 1, 1
274, none, regions_unexplored:ancient_delta, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
275, none, regions_unexplored:ancient_delta, CREATURE, exoticbirds:pigeon, 12, 2, 5
276, none, regions_unexplored:ancient_delta, CREATURE, ars_nouveau:drygmy, 5, 1, 2
277, none, regions_unexplored:ancient_delta, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
278, none, regions_unexplored:ancient_delta, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
279, none, regions_unexplored:ancient_delta, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
280, none, regions_unexplored:ancient_delta, AMBIENT, minecraft:bat, 10, 8, 8
281, none, regions_unexplored:ancient_delta, AMBIENT, alexsmobs:fly, 5, 2, 3
282, none, regions_unexplored:ancient_delta, AMBIENT, alexsmobs:cockroach, 5, 5, 5
283, none, regions_unexplored:ancient_delta, AXOLOTLS, minecraft:axolotl, 10, 4, 6
284, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
285, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
286, none, regions_unexplored:ancient_delta, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
287, none, regions_unexplored:ancient_delta, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
288, none, regions_unexplored:ancient_delta, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
289, none, regions_unexplored:ancient_delta, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
290, none, regions_unexplored:ancient_delta, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
291, none, regions_unexplored:ancient_delta, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
292, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
293, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
294, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
295, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
296, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
297, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
298, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
299, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
300, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:chalkhill, 80, 1, 4
301, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:chalkhill_caterpillar, 80, 1, 4
302, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:chalkhill_chrysalis, 80, 1, 4
303, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:chalkhill_egg, 80, 1, 4
304, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
305, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
306, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
307, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
308, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commander, 80, 1, 4
309, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commander_caterpillar, 80, 1, 4
310, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commander_chrysalis, 80, 1, 4
311, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commander_egg, 80, 1, 4
312, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
313, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
314, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
315, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
316, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-mime, 80, 1, 4
317, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-mime_caterpillar, 80, 1, 4
318, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-mime_chrysalis, 80, 1, 4
319, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common-mime_egg, 80, 1, 4
320, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
321, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
322, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
323, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
324, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commonbirdwing, 20, 1, 2
325, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_caterpillar, 20, 1, 2
326, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_chrysalis, 20, 1, 2
327, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_egg, 20, 1, 2
328, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:emperor, 80, 1, 4
329, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:emperor_caterpillar, 80, 1, 4
330, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:emperor_chrysalis, 80, 1, 4
331, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:emperor_egg, 80, 1, 4
332, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
333, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
334, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
335, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
336, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron, 50, 1, 3
337, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_caterpillar, 50, 1, 3
338, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_chrysalis, 50, 1, 3
339, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_egg, 50, 1, 3
340, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
341, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
342, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
343, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
344, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
345, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
346, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
347, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
348, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
349, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
350, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
351, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
352, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:bluemoonmale, 80, 1, 4
353, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:atlas, 20, 1, 2
354, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:atlas_caterpillar, 20, 1, 2
355, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:atlas_chrysalis, 20, 1, 2
356, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:atlas_egg, 20, 1, 2
357, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:codling, 80, 1, 4
358, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:codling_caterpillar, 80, 1, 4
359, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:codling_chrysalis, 80, 1, 4
360, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:codling_egg, 80, 1, 4
361, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:luna, 50, 1, 3
362, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:luna_caterpillar, 50, 1, 3
363, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:luna_chrysalis, 50, 1, 3
364, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:luna_egg, 50, 1, 3
365, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:oak-silk, 80, 1, 4
366, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:oak-silk_caterpillar, 80, 1, 4
367, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:oak-silk_chrysalis, 80, 1, 4
368, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:oak-silk_egg, 80, 1, 4
369, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peppered, 80, 1, 4
370, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peppered_caterpillar, 80, 1, 4
371, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peppered_chrysalis, 80, 1, 4
372, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peppered_egg, 80, 1, 4
373, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:spongy, 80, 1, 4
374, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:spongy_caterpillar, 80, 1, 4
375, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:spongy_chrysalis, 80, 1, 4
376, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:spongy_egg, 80, 1, 4
377, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:spongymale, 80, 1, 4
378, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
379, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
380, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
381, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
382, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:cabbage, 80, 1, 4
383, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:cabbage_caterpillar, 80, 1, 4
384, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:cabbage_chrysalis, 80, 1, 4
385, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:cabbage_egg, 80, 1, 4
386, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
387, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
388, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
389, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
390, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
391, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
392, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
393, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
394, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:longwing, 80, 1, 4
395, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:longwing_caterpillar, 80, 1, 4
396, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:longwing_chrysalis, 80, 1, 4
397, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:longwing_egg, 80, 1, 4
398, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-wet, 80, 1, 4
399, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:carpet, 80, 1, 4
400, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:carpet_caterpillar, 80, 1, 4
401, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:carpet_chrysalis, 80, 1, 4
402, none, regions_unexplored:ancient_delta, BUTTERFLY_SPAWNS, butterflies:carpet_egg, 80, 1, 4
403, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:spider, 80, 4, 4
404, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie, 80, 4, 4
405, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
406, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:skeleton, 80, 4, 4
407, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:slime, 80, 4, 4
408, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:enderman, 5, 1, 4
409, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:witch, 5, 1, 1
410, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:arachne, 80, 1, 2
411, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:bee, 80, 2, 4
412, forest, ars_nouveau:archwood_forest, MONSTER, species:bewereager, 30, 1, 2
413, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:bone_knight, 40, 1, 2
414, forest, ars_nouveau:archwood_forest, MONSTER, species:cliff_hanger, 20, 1, 1
415, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:creep, 80, 2, 4
416, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:deathword, 40, 1, 2
417, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:dryad, 60, 4, 6
418, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:ender_eye, 40, 2, 4
419, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:flesh_lich, 40, 1, 2
420, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:cyan_flower, 60, 1, 2
421, forest, ars_nouveau:archwood_forest, MONSTER, species:ghoul, 15, 1, 1
422, forest, ars_nouveau:archwood_forest, MONSTER, species:limpet, 80, 1, 1
423, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:mimic, 40, 1, 1
424, forest, ars_nouveau:archwood_forest, MONSTER, species:quake, 20, 1, 1
425, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:spriggan, 40, 2, 4
426, forest, ars_nouveau:archwood_forest, MONSTER, grimoireofgaia:werecat, 80, 4, 6
427, forest, ars_nouveau:archwood_forest, MONSTER, species:wicked, 40, 1, 3
428, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
429, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
430, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:murmur, 5, 1, 1
431, forest, ars_nouveau:archwood_forest, MONSTER, quark:toretoise, 40, 1, 3
432, forest, ars_nouveau:archwood_forest, MONSTER, mowziesmobs:grottol, 5, 1, 1
433, forest, ars_nouveau:archwood_forest, MONSTER, more_critters:shriekbat, 5, 1, 1
434, forest, ars_nouveau:archwood_forest, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
435, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:starbuncle, 5, 3, 5
436, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 3
437, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 3
438, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:blazing_weald_walker, 5, 1, 1
439, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:cascading_weald_walker, 5, 1, 1
440, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:flourishing_weald_walker, 5, 1, 1
441, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:vexing_weald_walker, 5, 1, 1
442, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:bluejay, 12, 2, 5
443, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:cardinal, 12, 2, 5
444, forest, ars_nouveau:archwood_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
445, forest, ars_nouveau:archwood_forest, CREATURE, crittersandcompanions:jumping_spider, 5, 1, 1
446, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
447, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:kiwi, 8, 2, 5
448, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:lyrebird, 8, 2, 5
449, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:magpie, 12, 2, 5
450, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:owl, 6, 2, 5
451, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:peafowl, 6, 2, 5
452, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:pigeon, 12, 2, 5
453, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:robin, 12, 2, 5
454, forest, ars_nouveau:archwood_forest, CREATURE, environmental:deer, 10, 4, 4
455, forest, ars_nouveau:archwood_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 5
456, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
457, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
458, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:crow, 10, 3, 5
459, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
460, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:skunk, 7, 1, 2
461, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
462, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
463, forest, ars_nouveau:archwood_forest, CREATURE, ghosts:ghost, 14, 1, 2
464, forest, ars_nouveau:archwood_forest, CREATURE, ghosts:small_ghost, 14, 1, 3
465, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
466, forest, ars_nouveau:archwood_forest, CREATURE, ambientadditions:naked_mole_rat, 5, 2, 8
467, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
468, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
469, forest, ars_nouveau:archwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
470, forest, ars_nouveau:archwood_forest, AMBIENT, crittersandcompanions:leaf_insect, 14, 1, 1
471, forest, ars_nouveau:archwood_forest, AMBIENT, alexsmobs:fly, 5, 2, 3
472, forest, ars_nouveau:archwood_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
473, forest, ars_nouveau:archwood_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
474, forest, ars_nouveau:archwood_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
475, forest, ars_nouveau:archwood_forest, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
476, forest, ars_nouveau:archwood_forest, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
477, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
478, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
479, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
480, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
481, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
482, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
483, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
484, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
485, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
486, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
487, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
488, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
489, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
490, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
491, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
492, forest, ars_nouveau:archwood_forest, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
